neighborhood,x2010_density,x2010_diversity_index,x2010_pop,x2010_pop_hisp,x2010_pop_white_non_hisp,x2010_pop_black_non_hisp,x2010_pop_aian_non_hisp,x2010_pop_asian_non_hisp,x2010_pop_nhpi_non_hisp,x2010_pop_other_non_hisp,x2010_pop_two_plus_non_hisp,x2020_density,x2020_diversity_index,x2020_pop,x2020_pop_hisp,x2020_pop_white_non_hisp,x2020_pop_black_non_hisp,x2020_pop_aian_non_hisp,x2020_pop_asian_non_hisp,x2020_pop_nhpi_non_hisp,x2020_pop_other_non_hisp,x2020_pop_two_plus_non_hisp,x2010_vap,x2010_vap_hisp,x2010_vap_white_non_hisp,x2010_vap_black_non_hisp,x2010_vap_aian_non_hisp,x2010_vap_asian_non_hisp,x2010_vap_nhpi_non_hisp,x2010_vap_other_non_hisp,x2010_vap_two_plus_non_hisp,x2010_u18,x2010_u18_hisp,x2010_u18_white_non_hisp,x2010_u18_black_non_hisp,x2010_u18_aian_non_hisp,x2010_u18_asian_non_hisp,x2010_u18_nhpi_non_hisp,x2010_u18_other_non_hisp,x2010_u18_two_plus_non_hisp,x2010_hu,x2010_hu_occupied,x2010_hu_vacant,x2010_vacancy_rate,x2020_vap,x2020_vap_hisp,x2020_vap_white_non_hisp,x2020_vap_black_non_hisp,x2020_vap_aian_non_hisp,x2020_vap_asian_non_hisp,x2020_vap_nhpi_non_hisp,x2020_vap_other_non_hisp,x2020_vap_two_plus_non_hisp,x2020_u18,x2020_u18_hisp,x2020_u18_white_non_hisp,x2020_u18_black_non_hisp,x2020_u18_aian_non_hisp,x2020_u18_asian_non_hisp,x2020_u18_nhpi_non_hisp,x2020_u18_other_non_hisp,x2020_u18_two_plus_non_hisp,x2020_hu,x2020_hu_occupied,x2020_hu_vacant,x2020_vacancy_rate,change_density,change_diversity_index,change_pop,change_pop_hisp,change_pop_white_non_hisp,change_pop_black_non_hisp,change_pop_aian_non_hisp,change_pop_asian_non_hisp,change_pop_nhpi_non_hisp,change_pop_other_non_hisp,change_pop_two_plus_non_hisp,change_vap,change_vap_hisp,change_vap_white_non_hisp,change_vap_black_non_hisp,change_vap_aian_non_hisp,change_vap_asian_non_hisp,change_vap_nhpi_non_hisp,change_vap_other_non_hisp,change_vap_two_plus_non_hisp,change_u18,change_u18_hisp,change_u18_white_non_hisp,change_u18_black_non_hisp,change_u18_aian_non_hisp,change_u18_asian_non_hisp,change_u18_nhpi_non_hisp,change_u18_other_non_hisp,change_u18_two_plus_non_hisp,change_hu,change_hu_occupied,change_hu_vacant,change_vacancy_rate,change_share_total_density,change_share_total_diversity_index,change_share_total_pop_hisp,change_share_total_pop_white_non_hisp,change_share_total_pop_black_non_hisp,change_share_total_pop_aian_non_hisp,change_share_total_pop_asian_non_hisp,change_share_total_pop_nhpi_non_hisp,change_share_total_pop_other_non_hisp,change_share_total_pop_two_plus_non_hisp,change_share_total_vap_hisp,change_share_total_vap_white_non_hisp,change_share_total_vap_black_non_hisp,change_share_total_vap_aian_non_hisp,change_share_total_vap_asian_non_hisp,change_share_total_vap_nhpi_non_hisp,change_share_total_vap_other_non_hisp,change_share_total_vap_two_plus_non_hisp,change_share_total_u18,change_share_total_u18_hisp,change_share_total_u18_white_non_hisp,change_share_total_u18_black_non_hisp,change_share_total_u18_aian_non_hisp,change_share_total_u18_asian_non_hisp,change_share_total_u18_nhpi_non_hisp,change_share_total_u18_other_non_hisp,change_share_total_u18_two_plus_non_hisp,change_share_total_hu,change_share_total_hu_occupied,change_share_total_hu_vacant,change_share_total_vacancy_rate,x2020_pop_hisp_perc,x2020_pop_white_non_hisp_perc,x2020_pop_black_non_hisp_perc,x2010_pop_hisp_perc,x2010_pop_white_non_hisp_perc,X2010_pop_black_non_hisp_perc,x2020_majority_neighborhood_type,x2010_majority_neighborhood_type,majority_changed
Homeland,1941,15,2697,69,2194,279,6,91,0,7,51,1946,18,2705,122,2044,303,3,98,0,15,119,2049,46,1679,226,6,68,0,3,22,648,23,515,53,0,24,0,4,30,1091,1029,62,3,2075,78,1578,260,3,82,0,11,63,630,43,467,43,0,16,0,4,56,1066,1012,54,2,0.26,20,0.3,76.81,-6.84,8.6,-50,7.69,NA,114.29,133.33,1.27,69.57,-6.02,15.04,-50,20.59,NA,266.67,186.36,-2.78,86.96,-9.32,-18.87,NA,-33.33,NA,0,86.67,-2.29,-1.65,-12.9,-33.33,0.19,0.11,1.97,-5.56,0.89,-0.11,0.26,0,0.3,2.52,1.56,-4.93,1.66,-0.15,0.68,0,0.39,2,-2.78,3.09,-7.41,-1.54,0,-1.23,0,0,4.01,-0.93,-0.63,-0.3,-0.04,4.51,75.56,11.2,2.56,81.35,10.34,Majority White,Majority White,No
Hopkins Bayview,1309,18,1626,407,1002,112,5,57,1,6,35,1591,20,1976,1022,654,182,5,52,0,12,48,1302,279,863,86,4,45,1,3,21,324,127,139,27,1,12,0,3,13,728,643,85,4,1442,635,586,140,3,42,0,5,31,534,387,68,42,2,10,0,8,17,770,697,73,3,21.54,11.11,21.53,151.11,-34.73,62.5,0,-8.77,-100,100,37.14,10.75,127.6,-32.1,62.79,-25,-6.67,-100,66.67,47.62,64.81,204.72,-51.08,55.56,100,-16.67,NA,166.67,30.77,5.77,8.4,-14.12,-25,17.34,0.12,37.82,-21.4,4.31,0,-0.31,-0.06,0.37,0.8,27.34,-21.27,4.15,-0.08,-0.23,-0.08,0.15,0.77,64.81,80.25,-21.91,4.63,0.31,-0.62,0,1.54,1.23,2.58,3.32,-0.74,-0.06,51.72,33.1,9.21,25.03,61.62,6.89,Majority Hispanic,Majority White,Yes
Howard Park,5165,13,5237,83,143,4910,10,20,0,3,68,4320,21,4405,145,119,3915,12,24,3,67,119,4117,66,124,3853,9,16,0,2,46,1120,18,19,1057,1,4,0,0,22,2235,2005,230,11,3589,101,102,3227,7,18,3,42,88,817,45,16,688,6,7,0,24,32,2012,1748,264,14,-16.36,61.54,-15.89,74.7,-16.78,-20.26,20,20,Inf,2133.33,75,-12.82,53.03,-17.74,-16.25,-22.22,12.5,Inf,2000,91.3,-27.05,150,-15.79,-34.91,500,75,NA,Inf,45.45,-9.98,-12.82,14.78,27.27,-16.14,0.15,1.18,-0.46,-19,0.04,0.08,0.06,1.22,0.97,0.85,-0.53,-15.21,-0.05,0.05,0.07,0.97,1.02,-27.05,2.41,-0.27,-32.95,0.45,0.27,0,2.14,0.89,-4.26,-4.91,0.65,0.06,3.29,2.7,88.88,1.58,2.73,93.76,Majority Black,Majority Black,No
Hunting Ridge,2262,12,1437,17,198,1192,1,9,0,2,18,2153,14,1368,37,171,1091,2,11,0,7,49,1123,10,166,924,1,6,0,2,13,314,7,31,267,0,3,0,0,5,658,622,36,2,1117,22,149,894,2,11,0,3,36,250,15,21,197,0,0,0,4,13,655,614,41,3,-4.82,16.67,-4.8,117.65,-13.64,-8.47,100,22.22,NA,250,172.22,-0.53,120,-10.24,-3.25,100,83.33,NA,50,176.92,-20.38,114.29,-32.26,-26.22,NA,-100,NA,Inf,160,-0.46,-1.29,13.89,50,-7.59,0.14,1.39,-1.88,-7.03,0.07,0.14,0,0.35,2.16,1.07,-1.51,-2.67,0.09,0.45,0,0.09,2.05,-20.38,2.55,-3.18,-22.29,0,-0.96,0,1.27,2.55,-0.21,-0.56,0.35,0.07,2.7,12.5,79.75,1.18,13.78,82.95,Majority Black,Majority Black,No
Idlewood,8534,19,2658,56,317,2211,5,31,1,1,36,8041,20,2505,98,236,2068,5,18,1,9,70,2000,41,293,1610,3,28,1,1,23,658,15,24,600,2,3,0,0,13,1144,1068,76,4,1962,64,213,1600,5,14,1,9,55,543,33,23,468,0,3,0,0,15,1110,1036,73,4,-5.78,5.26,-5.76,75,-25.55,-6.47,0,-41.94,0,800,94.44,-1.9,56.1,-27.3,-0.62,66.67,-50,0,800,139.13,-17.48,120,-4.17,-22,-100,0,NA,NA,15.38,-2.97,-3,-3.95,0,-18.55,0.04,1.58,-3.05,-5.38,0,-0.49,0,0.3,1.28,1.15,-4,-0.5,0.1,-0.7,0,0.4,1.6,-17.48,2.74,-0.15,-20.06,-0.3,0,0,0,0.3,-1.28,-1.2,-0.11,0,3.91,9.42,82.55,2.11,11.93,83.18,Majority Black,Majority Black,No
Inner Harbor,7608,34,2051,97,1315,419,6,169,1,4,40,9929,38,2727,161,1561,558,6,298,0,15,128,1854,82,1243,329,5,160,1,3,30,197,14,72,91,1,9,0,1,10,1373,1122,252,13,2494,141,1471,481,3,282,0,12,103,232,20,90,77,2,15,0,3,25,1847,1547,300,12,30.51,11.76,32.96,65.98,18.71,33.17,0,76.33,-100,275,220,34.52,71.95,18.34,46.2,-40,76.25,-100,300,243.33,17.77,42.86,25,-15.38,100,66.67,NA,200,150,34.52,37.88,19.05,-7.69,113.16,0.2,3.12,11.99,6.78,0,6.29,-0.05,0.54,4.29,3.18,12.3,8.2,-0.11,6.58,-0.05,0.49,3.94,17.77,3.05,9.14,-7.11,0.51,3.05,0,1.02,7.61,23.11,20.72,2.34,-0.05,5.9,57.24,20.46,4.73,64.12,20.43,Majority White,Majority White,No
Irvington,12332,52,5105,90,1170,3679,24,42,2,8,89,12044,65,4904,180,850,3565,11,80,0,15,202,3878,63,1011,2686,20,36,2,7,52,1227,27,159,994,3,6,0,1,37,2264,1991,274,25,3863,123,737,2783,10,66,0,14,131,1040,57,113,782,2,14,0,1,71,2308,2018,290,27,-2.34,25,-3.94,100,-27.35,-3.1,-54.17,90.48,-100,87.5,126.97,-0.39,95.24,-27.1,3.61,-50,83.33,-100,100,151.92,-15.24,111.11,-28.93,-21.33,-33.33,133.33,NA,0,91.89,1.94,1.36,5.84,8,-5.64,0.25,1.76,-6.27,-2.23,-0.25,0.74,-0.04,0.14,2.21,1.55,-7.07,2.5,-0.26,0.77,-0.05,0.18,2.04,-15.24,2.44,-3.75,-17.28,-0.08,0.65,0,0,2.77,0.86,0.53,0.31,0.04,3.67,17.33,72.7,1.76,22.92,72.07,Majority Black,Majority Black,No
Johns Hopkins Homewood,10736,40,4070,226,2262,310,6,1111,2,9,145,11067,46,4195,455,1665,375,6,1406,1,35,252,4000,223,2234,299,6,1090,2,8,138,70,3,28,11,0,21,0,1,7,1658,1476,182,7,4070,433,1624,356,6,1387,1,32,230,126,22,41,19,0,18,0,3,22,1731,1508,223,8,3.08,15,3.07,101.33,-26.39,20.97,0,26.55,-50,288.89,73.79,1.75,94.17,-27.31,19.06,0,27.25,-50,300,66.67,80,633.33,46.43,72.73,NA,-14.29,NA,200,214.29,4.4,2.17,22.53,14.29,8.13,0.15,5.63,-14.67,1.6,0,7.25,-0.02,0.64,2.63,5.25,-15.25,1.43,0,7.42,-0.03,0.6,2.3,80,27.14,18.57,11.43,0,-4.29,0,2.86,21.43,1.79,0.79,1.01,0.02,10.85,39.69,8.94,5.55,55.58,7.62,Majority Minority,Majority White,Yes
Johnston Square,10734,10,1956,20,61,1843,5,6,0,1,20,10050,16,1841,43,81,1644,5,14,0,5,50,1516,16,57,1417,3,4,0,1,18,441,4,4,426,2,2,0,0,3,1052,803,249,22,1486,37,79,1316,3,11,0,2,38,356,7,2,328,2,3,0,3,12,967,808,160,15,-6.37,60,-5.88,115,32.79,-10.8,0,133.33,NA,400,150,-1.98,131.25,38.6,-7.13,0,175,NA,100,111.11,-19.27,75,-50,-23,0,50,NA,Inf,300,-8.08,0.62,-35.74,-31.82,-34.97,0.31,1.18,1.02,-10.17,0,0.41,0,0.2,1.53,1.39,1.45,-6.66,0,0.46,0,0.07,1.32,-19.27,0.68,-0.45,-22.22,0,0.23,0,0.68,2.04,-4.35,0.26,-4.55,-0.36,2.34,4.4,89.3,1.02,3.12,94.22,Majority Black,Majority Black,No
Jones Falls Area,5640,34,1965,73,1365,349,6,115,0,5,52,6062,39,2098,144,1404,230,4,211,0,11,94,1666,58,1204,256,5,104,0,3,36,299,15,161,93,1,12,0,2,16,1047,896,151,11,1866,113,1275,196,4,199,0,9,71,231,31,129,34,0,12,0,2,23,1141,1034,107,8,7.48,14.71,6.77,97.26,2.86,-34.1,-33.33,83.48,NA,120,80.77,12,94.83,5.9,-23.44,-20,91.35,NA,200,97.22,-22.74,106.67,-19.88,-63.44,-100,0,NA,0,43.75,8.98,15.4,-29.14,-27.27,21.48,0.25,3.61,1.98,-6.06,-0.1,4.89,0,0.31,2.14,3.3,4.26,-3.6,-0.06,5.7,0,0.36,2.1,-22.74,5.35,-10.7,-19.73,-0.33,0,0,0,2.34,4.78,7.02,-2.24,-0.15,6.86,66.92,10.96,3.72,69.47,17.76,Majority White,Majority White,No
Jonestown,5793,26,1352,68,474,707,3,76,0,2,22,6314,27,1354,70,529,556,5,129,0,6,59,1146,58,451,543,3,73,0,2,16,206,10,24,164,0,3,0,0,5,685,557,128,9,1149,60,496,421,3,120,0,5,44,204,10,33,135,2,9,0,0,15,756,625,131,8,8.99,3.85,0.15,2.94,11.6,-21.36,66.67,69.74,NA,200,168.18,0.26,3.45,9.98,-22.47,0,64.38,NA,150,175,-0.97,0,37.5,-17.68,Inf,200,NA,NA,200,10.36,12.21,2.34,-11.11,38.54,0.07,0.15,4.07,-11.17,0.15,3.92,0,0.3,2.74,0.17,3.93,-10.65,0,4.1,0,0.26,2.44,-0.97,0,4.37,-14.08,0.97,2.91,0,0,4.85,5.25,5.03,0.22,-0.07,5.17,39.07,41.06,5.03,35.06,52.29,Majority Minority,Majority Black,Yes
Kenilworth Park,4386,5,1618,19,44,1521,8,3,0,2,22,4139,7,1527,44,50,1377,5,0,0,10,41,1215,13,37,1138,7,3,0,2,15,404,5,7,383,2,0,0,0,7,706,598,108,6,1143,33,47,1022,2,0,0,8,31,384,11,3,355,2,0,0,2,10,681,571,110,6,-5.63,40,-5.62,131.58,13.64,-9.47,-37.5,-100,NA,400,86.36,-5.93,153.85,27.03,-10.19,-71.43,-100,NA,300,106.67,-4.95,120,-57.14,-7.31,0,NA,NA,Inf,42.86,-3.54,-4.52,1.85,0,-15.27,0.12,1.55,0.37,-8.9,-0.19,-0.19,0,0.49,1.17,1.65,0.82,-9.55,-0.41,-0.25,0,0.49,1.32,-4.95,1.49,-0.99,-6.93,0,0,0,0.5,0.74,-1.55,-1.67,0.12,0,2.88,3.27,90.18,1.17,2.72,94,Majority Black,Majority Black,No
Kernewood,1096,8,466,17,316,104,0,20,0,0,9,1214,12,508,41,227,106,0,107,0,2,26,409,15,284,85,0,18,0,0,6,57,2,32,19,0,1,0,0,3,148,136,12,1,464,38,206,91,0,106,0,1,22,45,2,21,15,0,1,0,1,4,140,123,18,2,10.77,50,9.01,141.18,-28.16,1.92,NA,435,NA,Inf,188.89,13.45,153.33,-27.46,7.06,NA,488.89,NA,Inf,266.67,-21.05,0,-34.38,-21.05,NA,0,NA,Inf,33.33,-5.41,-9.56,50,100,25.32,0.86,5.15,-19.1,0.43,0,18.67,0,0.43,3.65,5.62,-19.07,1.47,0,21.52,0,0.24,3.91,-21.05,0,-19.3,-7.02,0,0,0,1.75,1.75,-1.72,-2.79,1.29,0.21,8.07,44.69,20.87,3.65,67.81,22.32,Majority Minority,Majority White,Yes
Keswick,661,5,438,14,335,32,0,47,0,1,9,680,6,451,20,319,33,0,56,0,3,20,348,10,265,27,0,41,0,0,4,91,3,71,5,0,6,0,1,5,204,189,15,1,366,13,261,28,0,50,0,2,11,85,6,58,5,0,6,0,1,9,216,201,15,1,2.87,20,2.97,42.86,-4.78,3.12,NA,19.15,NA,200,122.22,5.17,30,-1.51,3.7,NA,21.95,NA,Inf,175,-6.59,100,-18.31,0,NA,0,NA,0,80,5.88,6.35,0,0,4.34,0.23,1.37,-3.65,0.23,0,2.05,0,0.46,2.51,0.86,-1.15,0.29,0,2.59,0,0.57,2.01,-6.59,3.3,-14.29,0,0,0,0,0,4.4,2.74,2.74,0,0,4.43,70.73,7.32,3.2,76.48,7.31,Majority White,Majority White,No
Kresson,472,13,387,142,127,93,4,13,0,1,7,636,11,469,262,105,60,2,26,0,2,12,296,105,111,62,3,11,0,0,4,91,37,15,32,1,2,0,0,3,159,125,34,4,337,168,91,46,1,23,0,1,7,132,94,15,14,0,2,0,0,6,174,151,23,3,34.75,-15.38,21.19,84.51,-17.32,-35.48,-50,100,NA,100,71.43,13.85,60,-18.02,-25.81,-66.67,109.09,NA,Inf,75,45.05,154.05,0,-56.25,-100,0,NA,NA,100,9.43,20.8,-32.35,-25,42.38,-0.52,31.01,-5.68,-8.53,-0.52,3.36,0,0.26,1.29,21.28,-6.76,-5.41,-0.68,4.05,0,0.34,1.01,45.05,62.64,0,-19.78,-1.1,0,0,0,3.3,3.88,6.72,-2.84,-0.26,55.86,22.39,12.79,36.69,32.82,24.03,Majority Hispanic,Majority Minority,Yes
Lake Evesham,223,2,311,8,253,32,1,11,0,1,6,224,2,312,14,235,35,0,11,0,2,14,236,5,193,26,1,8,0,0,2,75,3,59,6,0,3,0,0,3,126,118,7,0,239,9,182,30,0,9,0,1,7,73,5,54,5,0,2,0,1,6,123,116,6,0,0.45,0,0.32,75,-7.11,9.38,-100,0,NA,100,133.33,1.27,80,-5.7,15.38,-100,12.5,NA,Inf,250,-2.67,66.67,-8.47,-16.67,NA,-33.33,NA,Inf,100,-2.38,-1.69,-14.29,NA,0.32,0,1.93,-5.79,0.96,-0.32,0,0,0.32,2.57,1.69,-4.66,1.69,-0.42,0.42,0,0.42,2.12,-2.67,2.67,-6.67,-1.33,0,-1.33,0,1.33,4,-0.96,-0.64,-0.32,0,4.49,75.32,11.22,2.57,81.35,10.29,Majority White,Majority White,No
Lake Walker,7209,44,2008,150,906,820,4,72,2,11,44,6823,45,1901,130,806,803,4,72,1,15,70,1645,111,794,643,4,61,2,7,24,363,39,112,177,0,11,0,4,20,1110,996,114,7,1612,107,701,680,4,66,1,10,42,289,23,105,122,0,6,0,5,28,1128,1004,124,8,-5.35,2.27,-5.33,-13.33,-11.04,-2.07,0,0,-50,36.36,59.09,-2.01,-3.6,-11.71,5.75,0,8.2,-50,42.86,75,-20.39,-41.03,-6.25,-31.07,NA,-45.45,NA,25,40,1.62,0.8,8.77,14.29,-19.22,0.05,-1,-4.98,-0.85,0,0,-0.05,0.2,1.29,-0.24,-5.65,2.25,0,0.3,-0.06,0.18,1.09,-20.39,-4.41,-1.93,-15.15,0,-1.38,0,0.28,2.2,0.9,0.4,0.5,0.05,6.84,42.4,42.24,7.47,45.12,40.84,Majority Minority,Majority Minority,No
Lakeland,3092,36,2755,518,594,1507,5,77,1,3,49,3272,38,2917,1229,353,1151,4,75,0,14,92,1946,341,488,1023,5,67,1,1,22,809,177,106,484,1,10,0,2,28,1056,955,100,6,2038,750,296,849,4,68,0,10,60,879,479,56,302,0,6,0,4,31,1021,926,95,6,5.82,5.56,5.88,137.26,-40.57,-23.62,-20,-2.6,-100,366.67,87.76,4.73,119.94,-39.34,-17.01,-20,1.49,-100,900,172.73,8.65,170.62,-47.17,-37.6,-100,-40,NA,100,10.71,-3.31,-3.04,-5,0,6.53,0.07,25.81,-8.75,-12.92,-0.04,-0.07,-0.04,0.4,1.56,21.02,-9.87,-8.94,-0.05,0.05,-0.05,0.46,1.95,8.65,37.33,-6.18,-22.5,-0.12,-0.49,0,0.25,0.37,-1.27,-1.05,-0.18,0,42.13,12.1,39.46,18.8,21.56,54.7,Majority Minority,Majority Black,Yes
Langston Hughes,4317,2,884,12,10,848,1,0,0,1,11,3172,4,649,13,8,608,1,3,0,2,14,644,9,9,617,1,0,0,1,8,240,4,1,232,0,0,0,0,3,410,284,126,9,505,11,8,475,1,2,0,0,8,145,2,0,133,0,1,0,2,6,353,241,112,9,-26.52,100,-26.58,8.33,-20,-28.3,0,Inf,NA,100,27.27,-21.58,22.22,-11.11,-23.01,0,Inf,NA,-100,0,-39.58,-50,-100,-42.67,NA,Inf,NA,Inf,100,-13.9,-15.14,-11.11,0,-129.52,0.23,0.11,-0.23,-27.15,0,0.34,0,0.11,0.34,0.31,-0.16,-22.05,0,0.31,0,-0.16,0,-39.58,-0.83,-0.42,-41.25,0,0.42,0,0.83,1.25,-6.45,-4.86,-1.58,0,2,1.23,93.68,1.36,1.13,95.93,Majority Black,Majority Black,No
Lauraville,9165,77,3785,99,1457,2080,14,41,1,8,86,8315,82,3445,139,1127,1928,8,45,4,36,158,2976,70,1241,1571,10,33,1,5,44,809,29,216,509,4,8,0,3,41,1580,1439,140,13,2806,103,984,1539,7,41,4,21,108,638,36,143,389,1,4,0,15,50,1497,1335,162,16,-9.27,6.49,-8.98,40.4,-22.65,-7.31,-42.86,9.76,300,350,83.72,-5.71,47.14,-20.71,-2.04,-30,24.24,300,320,145.45,-21.14,24.14,-33.8,-23.58,-75,-50,NA,400,21.95,-5.25,-7.23,15.71,23.08,-22.46,0.13,1.06,-8.72,-4.02,-0.16,0.11,0.08,0.74,1.9,1.11,-8.64,-1.08,-0.1,0.27,0.1,0.54,2.15,-21.14,0.87,-9.02,-14.83,-0.37,-0.49,0,1.48,1.11,-2.19,-2.75,0.58,0.08,4.03,32.71,55.97,2.62,38.49,54.95,Majority Black,Majority Black,No
Levindale,1861,3,1246,15,57,1153,2,3,0,3,13,1490,5,998,32,47,883,3,4,0,4,25,981,12,54,899,2,2,0,2,9,265,3,2,254,0,1,0,1,4,559,482,77,3,815,23,43,721,2,4,0,4,17,183,9,3,161,1,0,0,1,8,491,412,79,4,-19.94,66.67,-19.9,113.33,-17.54,-23.42,50,33.33,NA,33.33,92.31,-16.92,91.67,-20.37,-19.8,0,100,NA,100,88.89,-30.94,200,50,-36.61,Inf,-100,NA,0,100,-12.16,-14.52,2.6,33.33,-29.78,0.16,1.36,-0.8,-21.67,0.08,0.08,0,0.08,0.96,1.12,-1.12,-18.14,0,0.2,0,0.2,0.82,-30.94,2.26,0.38,-35.09,0.38,-0.38,0,0,1.51,-5.46,-5.62,0.16,0.08,3.21,4.71,88.48,1.2,4.57,92.54,Majority Black,Majority Black,No
Liberty Square,1292,2,479,2,4,460,1,1,0,3,8,1227,5,455,10,9,419,0,3,1,1,13,385,2,4,371,1,1,0,2,5,94,0,0,89,0,0,0,2,3,234,211,23,3,371,6,8,344,0,2,1,1,9,84,4,1,74,0,0,0,0,3,267,228,39,5,-5.03,150,-5.01,400,125,-8.91,-100,200,Inf,-66.67,62.5,-3.64,200,100,-7.28,-100,100,Inf,-50,80,-10.64,Inf,Inf,-16.85,NA,NA,NA,-100,0,14.1,8.06,69.57,66.67,-13.57,0.63,1.67,1.04,-8.56,-0.21,0.42,0.21,-0.42,1.04,1.04,1.04,-7.01,-0.26,0.26,0.26,-0.26,1.04,-10.64,4.26,1.06,-15.96,0,0,0,-2.13,0,6.89,3.55,3.34,0.42,2.2,1.98,92.09,0.42,0.84,96.03,Majority Black,Majority Black,No
Little Italy,3013,13,565,37,237,244,2,34,0,0,10,3340,15,637,44,276,217,3,67,0,3,28,461,30,225,165,2,32,0,0,7,104,6,13,80,0,2,0,0,3,328,261,67,5,546,36,259,164,2,62,0,3,21,91,7,17,53,1,5,0,0,7,365,286,79,5,10.85,15.38,12.74,18.92,16.46,-11.07,50,97.06,NA,Inf,180,18.44,20,15.11,-0.61,0,93.75,NA,Inf,200,-12.5,16.67,30.77,-33.75,Inf,150,NA,NA,133.33,11.28,9.58,17.91,0,57.88,0.35,1.24,6.9,-4.78,0.18,5.84,0,0.53,3.19,1.3,7.38,-0.22,0,6.51,0,0.65,3.04,-12.5,0.96,3.85,-25.96,0.96,2.88,0,0,3.85,6.55,4.42,2.12,0,6.91,43.33,34.07,6.55,41.95,43.19,Majority Minority,Majority Minority,No
Loch Raven,4987,15,4218,75,329,3674,3,81,0,5,51,4532,15,3834,68,187,3365,1,82,4,26,100,3378,56,314,2893,3,76,0,4,33,840,19,15,781,0,5,0,1,18,2053,1953,100,3,3156,51,174,2749,1,80,4,18,79,678,17,13,616,0,2,0,7,22,2047,1927,120,4,-9.12,0,-9.1,-9.33,-43.16,-8.41,-66.67,1.23,Inf,420,96.08,-6.57,-8.93,-44.59,-4.98,-66.67,5.26,Inf,350,139.39,-19.29,-10.53,-13.33,-21.13,NA,-60,NA,600,22.22,-0.29,-1.33,20,33.33,-10.79,0,-0.17,-3.37,-7.33,-0.05,0.02,0.09,0.5,1.16,-0.15,-4.14,-4.26,-0.06,0.12,0.12,0.41,1.36,-19.29,-0.24,-0.24,-19.64,0,-0.36,0,0.71,0.48,-0.14,-0.62,0.47,0.02,1.77,4.88,87.77,1.78,7.8,87.1,Majority Black,Majority Black,No
Locust Point,299,1,220,4,203,4,1,6,0,0,3,429,3,316,15,260,12,0,14,0,2,12,195,4,181,3,1,5,0,0,1,25,1,22,1,0,1,0,0,1,133,106,27,2,275,12,230,11,0,13,0,2,7,40,3,29,1,0,1,0,0,5,176,160,16,1,43.48,200,43.64,275,28.08,200,-100,133.33,NA,Inf,300,41.03,200,27.07,266.67,-100,160,NA,Inf,600,60,200,31.82,0,NA,0,NA,NA,400,32.33,50.94,-40.74,-50,59.09,0.91,5,25.91,3.64,-0.45,3.64,0,0.91,4.09,4.1,25.13,4.1,-0.51,4.1,0,1.03,3.08,60,8,28,0,0,0,0,0,16,19.55,24.55,-5,-0.45,4.75,82.28,3.8,1.82,92.27,1.82,Majority White,Majority White,No
Locust Point Industrial Area,3823,11,1734,41,1578,37,4,51,0,1,23,4840,21,2255,114,1858,82,2,93,1,11,94,1550,34,1422,29,3,47,0,1,14,184,7,156,7,0,4,0,1,9,1026,853,172,11,1981,89,1658,73,2,85,1,10,63,275,25,200,9,1,7,0,2,31,1269,1135,134,7,26.6,90.91,30.05,178.05,17.74,121.62,-50,82.35,Inf,1000,308.7,27.81,161.76,16.6,151.72,-33.33,80.85,Inf,900,350,49.46,257.14,28.21,28.57,Inf,75,NA,100,244.44,23.68,33.06,-22.09,-36.36,58.65,0.58,4.21,16.15,2.6,-0.12,2.42,0.06,0.58,4.09,3.55,15.23,2.84,-0.06,2.45,0.06,0.58,3.16,49.46,9.78,23.91,1.09,0.54,1.63,0,0.54,11.96,14.01,16.26,-2.19,-0.23,5.06,82.39,3.64,2.36,91,2.13,Majority White,Majority White,No
Lower Edmondson Village,475,0,221,1,1,216,0,0,0,0,2,402,0,187,2,2,178,1,0,0,0,3,169,1,1,166,0,0,0,0,1,52,0,0,50,0,0,0,0,1,98,86,12,1,148,1,2,142,0,0,0,0,2,39,1,1,36,0,0,0,0,1,95,78,17,1,-15.37,NA,-15.38,100,100,-17.59,Inf,NA,NA,NA,50,-12.43,0,100,-14.46,NA,NA,NA,NA,100,-25,Inf,Inf,-28,NA,NA,NA,NA,0,-3.06,-9.3,41.67,0,-33.03,0,0.45,0.45,-17.19,0.45,0,0,0,0.45,0,0.59,-14.2,0,0,0,0,0.59,-25,1.92,1.92,-26.92,0,0,0,0,0,-1.36,-3.62,2.26,0,1.07,1.07,95.19,0.45,0.45,97.74,Majority Black,Majority Black,No
Lower Herring Run Park,4297,6,1447,17,112,1261,3,33,0,1,19,3875,5,1317,28,58,1179,3,10,0,5,32,1085,12,98,934,3,25,0,1,13,361,5,14,327,1,8,0,1,6,631,574,57,2,1019,19,53,910,3,8,0,4,22,297,9,5,269,0,2,0,1,10,619,554,64,3,-9.82,-16.67,-8.98,64.71,-48.21,-6.5,0,-69.7,NA,400,68.42,-6.08,58.33,-45.92,-2.57,0,-68,NA,300,69.23,-17.73,80,-64.29,-17.74,-100,-75,NA,0,66.67,-1.9,-3.48,12.28,50,-29.16,-0.07,0.76,-3.73,-5.67,0,-1.59,0,0.28,0.9,0.65,-4.15,-2.21,0,-1.57,0,0.28,0.83,-17.73,1.11,-2.49,-16.07,-0.28,-1.66,0,0,1.11,-0.83,-1.38,0.48,0.07,2.13,4.4,89.52,1.17,7.74,87.15,Majority Black,Majority Black,No
